,gene_id,X1.9.2_S4_L001_R1_001_Count.count,X1.9.2_S4_L002_R1_001_Count.count,X1.9.2_S4_L003_R1_001_Count.count,X1.9.2.G_S16_L001_R1_001_Count.count,X1.9.2.G_S16_L002_R1_001_Count.count,X1.9.2.G_S16_L003_R1_001_Count.count,X2.6.2_S6_L001_R1_001_Count.count,X2.6.2_S6_L002_R1_001_Count.count,X2.6.2_S6_L003_R1_001_Count.count,X3.19.1_S1_L001_R1_001_Count.count,X3.19.1_S1_L002_R1_001_Count.count,X3.19.1_S1_L003_R1_001_Count.count,X3.19.1.G_S8_L001_R1_001_Count.count,X3.19.1.G_S8_L002_R1_001_Count.count,X3.19.1.G_S8_L003_R1_001_Count.count,X3.51.1_S12_L001_R1_001_Count.count,X3.51.1_S12_L002_R1_001_Count.count,X3.51.1_S12_L003_R1_001_Count.count,X3.51.1.G_S10_L001_R1_001_Count.count,X3.51.1.G_S10_L002_R1_001_Count.count,X3.51.1.G_S10_L003_R1_001_Count.count,X4.11.5_S14_L001_R1_001_Count.count,X4.11.5_S14_L002_R1_001_Count.count,X4.11.5_S14_L003_R1_001_Count.count,X4.44.4_S2_L001_R1_001_Count.count,X4.44.4_S2_L002_R1_001_Count.count,X4.44.4_S2_L003_R1_001_Count.count,X4.44.4.G_S17_L001_R1_001_Count.count,X4.44.4.G_S17_L002_R1_001_Count.count,X4.44.4.G_S17_L003_R1_001_Count.count,DPR.1.G_S5_L001_R1_001_Count.count,DPR.1.G_S5_L002_R1_001_Count.count,DPR.1.G_S5_L003_R1_001_Count.count,DPR.2.G_S7_L001_R1_001_Count.count,DPR.2.G_S7_L002_R1_001_Count.count,DPR.2.G_S7_L003_R1_001_Count.count,SB.C1_S9_L001_R1_001_Count.count,SB.C1_S9_L002_R1_001_Count.count,SB.C1_S9_L003_R1_001_Count.count,SB.C2_S11_L001_R1_001_Count.count,SB.C2_S11_L002_R1_001_Count.count,SB.C2_S11_L003_R1_001_Count.count,SB.C3_S13_L001_R1_001_Count.count,SB.C3_S13_L002_R1_001_Count.count,SB.C3_S13_L003_R1_001_Count.count,SB.CK.1.G_S15_L001_R1_001_Count.count,SB.CK.1.G_S15_L002_R1_001_Count.count,SB.CK.1.G_S15_L003_R1_001_Count.count,SB.CK.2.G_S18_L001_R1_001_Count.count,SB.CK.2.G_S18_L002_R1_001_Count.count,SB.CK.2.G_S18_L003_R1_001_Count.count,SB.CK.3.G_S3_L001_R1_001_Count.count,SB.CK.3.G_S3_L002_R1_001_Count.count,SB.CK.3.G_S3_L003_R1_001_Count.count
21196,GSVIVT01031699001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21197,GSVIVT01031700001,10,5,4,0,1,3,7,6,7,8,3,6,1,1,1,9,7,8,2,4,0,2,1,2,7,5,8,3,2,3,2,1,3,5,2,2,6,9,5,2,2,6,1,3,5,4,0,2,1,5,7,4,2,5
21198,GSVIVT01031702001,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,2,0,1,0,2,2,0,0,2,1,4,1
21199,GSVIVT01031704001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21200,GSVIVT01031705001,2,0,2,8,5,5,2,3,5,1,3,2,0,2,4,2,4,3,0,1,0,3,1,2,1,0,2,2,1,2,4,6,4,0,0,2,0,0,2,2,3,3,1,2,4,1,3,1,2,0,3,5,0,6
21201,GSVIVT01031706001,11,7,14,40,41,53,10,14,18,17,16,14,31,34,32,8,14,9,31,35,23,16,16,13,18,20,19,27,14,27,36,39,31,26,36,28,5,7,2,7,12,8,40,20,40,58,58,44,22,35,27,53,50,70
21202,GSVIVT01031707001,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21203,GSVIVT01031709001,6,12,10,7,5,6,6,12,6,7,11,6,4,4,3,11,8,9,0,0,2,5,6,4,6,6,5,5,3,7,8,10,10,8,13,12,0,0,0,3,4,5,11,3,2,8,5,5,3,2,2,6,4,3
21204,GSVIVT01031710001,1,1,0,1,3,0,0,0,0,4,4,0,3,1,3,1,0,1,2,0,1,1,1,0,0,0,0,2,1,4,5,2,3,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,3,2
21205,GSVIVT01031711001,1,1,1,3,0,2,3,1,1,2,2,3,2,2,2,2,3,3,4,0,2,4,1,2,1,0,0,1,2,1,8,8,5,7,4,6,1,1,2,2,1,0,3,1,1,3,1,3,1,1,3,2,2,1
21206,GSVIVT01031712001,0,4,2,0,0,4,4,2,3,1,2,1,3,0,2,1,2,2,4,7,5,1,1,3,0,1,4,1,1,2,3,3,3,5,3,6,1,3,2,2,0,2,4,6,3,3,0,4,2,2,1,15,12,7
21207,GSVIVT01031713001,1,2,1,21,18,24,4,4,7,1,3,4,5,1,1,3,1,1,2,1,0,2,3,4,3,1,2,0,0,2,9,16,7,4,3,1,0,0,0,1,1,0,0,2,3,3,2,5,2,0,5,5,7,2
21208,GSVIVT01031714001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
21209,GSVIVT01031715001,1,0,0,12,11,13,1,0,1,0,0,3,2,1,2,3,0,0,0,0,0,2,4,1,0,0,0,0,3,1,1,0,0,1,2,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,2,3,0
21210,GSVIVT01031717001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
21211,GSVIVT01031718001,2,0,1,0,0,1,3,2,0,0,4,1,2,2,2,1,2,1,1,2,3,0,1,0,3,4,0,2,0,1,0,1,1,1,2,0,1,1,2,1,5,4,1,0,1,1,0,0,0,0,0,1,4,1
21212,GSVIVT01031720001,5,2,1,1,4,6,4,10,6,5,2,3,5,2,4,2,4,4,6,5,5,2,2,5,1,2,6,2,6,3,3,1,5,5,1,2,7,5,9,6,11,7,7,9,6,0,4,2,0,1,0,6,3,3
21213,GSVIVT01031721001,0,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,2,0,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1
21214,GSVIVT01031722001,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
21215,GSVIVT01031723001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21216,GSVIVT01031724001,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21217,GSVIVT01031725001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21218,GSVIVT01031726001,2,0,1,0,0,0,0,0,0,0,0,0,3,2,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0
21219,GSVIVT01031727001,0,1,1,1,0,0,0,0,2,0,2,0,1,1,2,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,1,0,2,0,1,1,0,0,0,1,2,1,1,0,0,0,2,2,0,4,0,0,1,2
21220,GSVIVT01031728001,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,1,1,2,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0
21221,GSVIVT01031729001,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0
21222,GSVIVT01031730001,1,1,0,0,0,0,4,0,2,3,1,0,1,1,1,2,2,2,1,0,0,0,0,2,1,3,2,0,1,2,0,0,0,0,2,3,0,0,0,1,2,0,1,5,1,2,1,1,0,0,0,0,2,2
21223,GSVIVT01031731001,0,0,0,0,1,0,2,2,1,1,1,4,2,1,0,3,0,2,0,0,0,0,1,0,0,0,1,0,1,0,1,2,0,0,4,1,3,0,1,2,1,0,3,2,0,1,0,1,0,0,1,1,0,1
21224,GSVIVT01031732001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21225,GSVIVT01031733001,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21226,GSVIVT01031734001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21227,GSVIVT01031736001,0,2,0,0,2,2,2,1,3,0,1,1,0,1,0,4,3,2,0,0,0,2,3,1,0,0,0,0,4,1,1,0,0,1,2,0,0,1,1,0,1,1,0,0,0,0,0,3,1,1,2,0,0,0
21228,GSVIVT01031737001,2,1,2,0,0,0,1,0,2,1,0,1,0,1,0,0,2,3,3,1,3,3,1,3,0,0,0,0,5,3,1,5,2,3,1,1,5,3,4,4,8,5,8,10,6,2,1,1,0,1,1,1,1,0
21229,GSVIVT01031738001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,1,0,1,0,0,0,0,0,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21230,GSVIVT01031739001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21231,GSVIVT01031740001,0,2,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,3,3,1,2,1,0,0,1,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
21232,GSVIVT01031741001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21233,GSVIVT01031742001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21234,GSVIVT01031743001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21235,GSVIVT01031744001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21236,GSVIVT01031746001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21237,GSVIVT01031747001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21238,GSVIVT01031748001,1,0,3,3,2,0,3,3,0,2,1,5,3,3,5,11,1,5,1,3,3,2,1,2,0,0,0,0,6,3,11,10,7,14,7,12,2,2,0,1,2,3,3,0,0,6,7,8,8,4,8,6,6,11
21239,GSVIVT01031749001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21240,GSVIVT01031750001,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21241,GSVIVT01031751001,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21242,GSVIVT01031752001,178,169,151,75,107,99,147,144,155,162,160,151,57,60,54,151,153,163,42,46,53,63,86,88,80,85,72,78,80,80,83,75,66,84,66,85,92,89,68,110,137,114,111,87,134,95,100,101,109,77,105,64,93,75
21243,GSVIVT01031753001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,2,0
21244,GSVIVT01031754001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21245,GSVIVT01031755001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21246,GSVIVT01031756001,0,1,0,2,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,2,2,2,0,0,0,4,3,0,9,4,8,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
21247,GSVIVT01031758001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21248,GSVIVT01031759001,0,1,0,0,2,0,0,0,1,2,2,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,4,3,1,5,4,2,1,0,1,1,0,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0
21249,GSVIVT01031760001,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,13,5,3,9,0,3,2,0,0,0,0,0,0,1,0,0
21250,GSVIVT01031761001,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
21251,GSVIVT01031762001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21252,GSVIVT01031763001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
21253,GSVIVT01031764001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21254,GSVIVT01031765001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21255,GSVIVT01031766001,4,5,1,6,2,6,5,7,10,6,5,11,0,1,1,6,3,5,1,3,1,2,2,2,4,6,3,0,1,3,0,2,2,3,7,1,3,1,2,8,6,5,7,10,24,0,3,0,0,1,0,0,1,5
21256,GSVIVT01031767001,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0,2,2,2,0,0,0
21257,GSVIVT01031769001,0,2,3,5,8,8,0,2,0,1,6,1,14,4,8,0,2,0,0,0,1,5,4,8,0,0,0,4,2,3,1,1,2,1,0,0,0,0,0,3,2,5,2,2,2,3,5,2,4,10,1,11,2,7
21258,GSVIVT01031770001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21259,GSVIVT01031772001,0,0,0,5,3,4,1,1,1,3,3,1,3,7,7,1,0,0,2,4,1,4,4,4,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2,0,1,1,1,2
21260,GSVIVT01031773001,42,32,30,70,85,102,33,46,35,40,53,53,34,39,48,35,29,41,13,17,13,39,31,33,12,6,15,26,28,25,22,17,17,25,30,17,64,76,80,163,141,149,180,173,183,10,18,20,50,50,47,16,22,23
21261,GSVIVT01031774001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21262,GSVIVT01031775001,3,11,2,1,5,0,9,10,5,3,3,8,4,3,2,7,8,2,1,3,2,1,4,2,3,1,3,2,5,3,2,3,0,11,4,3,5,4,3,4,5,5,3,7,6,0,0,6,2,9,4,3,0,8
21263,GSVIVT01031776001,4,3,0,4,2,2,5,4,2,0,1,3,5,8,4,6,5,6,1,1,1,0,3,4,1,2,3,1,3,3,15,5,6,7,8,2,1,2,2,2,0,0,0,2,1,5,4,7,5,3,3,14,9,9
21264,GSVIVT01031777001,1337,1253,1339,1737,1744,1792,1762,1774,1732,1938,1913,1949,2723,2572,2492,1932,1978,1892,1416,1349,1399,921,883,891,1137,1070,1033,1596,1588,1654,1855,1879,1846,3611,3517,3680,481,491,508,620,614,654,871,819,857,4289,4251,4385,3067,3022,2984,4444,4365,4501
21265,GSVIVT01031779001,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3,7,4,1,2,2,0,0,0,0,1,0,0,0,0,3,1,0,3,0,2,3,2,4
21266,GSVIVT01031780001,2,1,2,3,1,0,1,1,0,1,0,0,3,0,1,1,3,0,1,0,0,0,1,2,1,3,0,2,0,0,3,1,4,2,3,1,0,0,1,0,1,1,1,2,2,0,0,0,1,1,0,4,1,3
21267,GSVIVT01031781001,8,6,1,5,4,3,2,4,2,7,4,7,11,12,8,3,9,5,1,1,3,6,4,10,0,3,1,6,9,11,1,3,1,7,11,7,3,0,2,3,11,5,5,2,6,4,11,6,14,10,6,4,1,6
21268,GSVIVT01031782001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21269,GSVIVT01031783001,9,16,19,1,0,3,18,17,14,17,14,15,9,13,11,12,26,17,5,8,5,11,6,4,18,19,19,7,8,13,6,5,3,6,8,7,10,15,17,18,19,20,25,10,16,12,11,3,6,3,13,9,4,6
21270,GSVIVT01031784001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21271,GSVIVT01031785001,1,1,0,0,0,0,1,2,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0
21272,GSVIVT01031787001,380,365,357,407,395,388,263,274,288,348,329,379,279,309,279,333,377,372,299,305,276,394,359,370,246,225,217,356,352,322,386,375,421,250,257,270,122,114,129,191,198,199,222,221,215,287,258,242,210,200,225,222,215,240
21273,GSVIVT01031788001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21274,GSVIVT01031789001,9,8,2,6,6,5,1,8,5,8,8,3,5,3,0,8,8,1,2,3,1,4,2,2,2,1,2,5,6,2,4,14,5,3,5,0,1,1,12,2,1,2,24,4,12,1,2,1,1,3,1,2,0,5
21275,GSVIVT01031791001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21276,GSVIVT01031792001,2,0,0,0,2,0,2,2,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,1,0,1,1,0,0,0,1,1,1,2,1,0,0,6,3,0,0,0,0,0,0,0,2,1,1
21277,GSVIVT01031793001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21278,GSVIVT01031794001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21279,GSVIVT01031795001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21280,GSVIVT01031796001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21281,GSVIVT01031797001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21282,GSVIVT01031798001,7,1,0,0,0,0,1,0,1,0,1,0,0,2,0,3,2,0,1,1,0,0,4,1,1,1,2,3,0,0,1,0,0,1,0,0,1,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1
21283,GSVIVT01031799001,0,5,4,0,1,0,5,3,4,3,1,1,4,2,3,3,1,1,2,0,1,0,0,3,1,1,1,1,0,7,0,1,0,0,1,2,1,2,4,1,1,1,2,0,1,2,2,1,1,1,2,7,4,2
21284,GSVIVT01031800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21285,GSVIVT01031801001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21286,GSVIVT01031802001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21287,GSVIVT01031804001,4,0,3,2,4,2,1,1,3,3,2,3,4,5,8,7,2,3,1,3,4,3,0,4,0,0,0,5,6,4,2,2,0,0,3,0,0,0,1,0,0,0,1,2,0,2,1,0,1,0,2,2,1,1
21288,GSVIVT01031805001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21289,GSVIVT01031806001,1,2,1,3,0,0,2,3,2,2,4,0,1,3,0,0,2,1,2,1,3,0,1,1,3,1,2,4,3,2,6,2,0,3,0,1,2,4,3,1,6,1,1,1,2,5,1,2,2,1,1,1,2,4
21290,GSVIVT01031807001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21291,GSVIVT01031808001,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
21292,GSVIVT01031809001,1,0,1,0,0,0,2,1,0,0,3,0,2,1,2,1,2,3,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
21293,GSVIVT01031810001,0,0,0,3,3,2,0,0,0,2,2,0,6,2,4,0,0,1,3,4,4,4,0,1,0,0,0,0,0,0,7,7,6,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
21294,GSVIVT01031813001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21295,GSVIVT01031814001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
21296,GSVIVT01031815001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21297,GSVIVT01031817001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21298,GSVIVT01031818001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
