,gene_id,AUX_11c_S1_L001_R1_001_Count.count,AUX_11c_S1_L002_R1_001_Count.count,AUX_11c_S1_L003_R1_001_Count.count,AUX_23b_S4_L001_R1_001_Count.count,AUX_23b_S4_L002_R1_001_Count.count,AUX_23b_S4_L003_R1_001_Count.count,AUX_28a_S7_L001_R1_001_Count.count,AUX_28a_S7_L002_R1_001_Count.count,AUX_28a_S7_L003_R1_001_Count.count,AUX_C_19c_S9_L001_R1_001_Count.count,AUX_C_19c_S9_L002_R1_001_Count.count,AUX_C_19c_S9_L003_R1_001_Count.count,AUX_C_21cc_S11_L001_R1_001_Count.count,AUX_C_21cc_S11_L002_R1_001_Count.count,AUX_C_21cc_S11_L003_R1_001_Count.count,AUX_C_26b_S13_L001_R1_001_Count.count,AUX_C_26b_S13_L002_R1_001_Count.count,AUX_C_26b_S13_L003_R1_001_Count.count,CK_14bb_S15_L001_R1_001_Count.count,CK_14bb_S15_L002_R1_001_Count.count,CK_14bb_S15_L003_R1_001_Count.count,CK_17a_S17_L001_R1_001_Count.count,CK_17a_S17_L002_R1_001_Count.count,CK_17a_S17_L003_R1_001_Count.count,CK_25c_S2_L001_R1_001_Count.count,CK_25c_S2_L002_R1_001_Count.count,CK_25c_S2_L003_R1_001_Count.count,GA3_13ab_S5_L001_R1_001_Count.count,GA3_13ab_S5_L002_R1_001_Count.count,GA3_13ab_S5_L003_R1_001_Count.count,GA3_15ab_S8_L001_R1_001_Count.count,GA3_15ab_S8_L002_R1_001_Count.count,GA3_15ab_S8_L003_R1_001_Count.count,GA3_24b_S10_L001_R1_001_Count.count,GA3_24b_S10_L002_R1_001_Count.count,GA3_24b_S10_L003_R1_001_Count.count,GA3_CK_C_12c_S12_L001_R1_001_Count.count,GA3_CK_C_12c_S12_L002_R1_001_Count.count,GA3_CK_C_12c_S12_L003_R1_001_Count.count,GA3_CK_C_16ab_S14_L001_R1_001_Count.count,GA3_CK_C_16ab_S14_L002_R1_001_Count.count,GA3_CK_C_16ab_S14_L003_R1_001_Count.count,GA3_CK_C_20b_S16_L001_R1_001_Count.count,GA3_CK_C_20b_S16_L002_R1_001_Count.count,GA3_CK_C_20b_S16_L003_R1_001_Count.count,W_C_18cc_S18_L001_R1_001_Count.count,W_C_18cc_S18_L002_R1_001_Count.count,W_C_18cc_S18_L003_R1_001_Count.count,W_C_22a_S3_L001_R1_001_Count.count,W_C_22a_S3_L002_R1_001_Count.count,W_C_22a_S3_L003_R1_001_Count.count,W_C_27b.pooled_S6_L001_R1_001_Count.count,W_C_27b.pooled_S6_L002_R1_001_Count.count,W_C_27b.pooled_S6_L003_R1_001_Count.count
7952,GSVIVT01013261001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7953,GSVIVT01013262001,2,3,1,7,2,11,5,5,9,2,7,3,10,7,7,3,6,11,4,8,2,4,4,4,2,5,3,4,7,4,5,2,3,5,5,3,1,4,5,5,4,9,3,3,6,5,5,6,5,4,1,2,3,0
7954,GSVIVT01013263001,0,0,2,0,1,0,4,5,0,2,0,1,1,0,2,1,1,3,0,1,3,2,4,4,0,4,2,0,0,3,0,1,0,0,1,2,1,3,2,0,2,0,1,2,3,0,0,0,3,0,1,0,1,0
7955,GSVIVT01013264001,0,0,0,1,1,1,1,6,3,1,1,2,0,0,2,1,3,1,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0
7956,GSVIVT01013265001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7957,GSVIVT01013266001,1,2,4,1,0,0,1,0,1,0,0,0,1,4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,4,0,0,0,0,0,1
7958,GSVIVT01013267001,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7959,GSVIVT01013268001,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0
7960,GSVIVT01013270001,1,0,3,0,0,0,1,1,2,2,0,0,1,0,1,0,1,0,1,2,1,1,0,1,1,1,2,1,0,0,0,0,2,2,0,1,0,1,3,0,1,4,1,1,0,1,4,2,1,0,4,0,1,2
7961,GSVIVT01013271001,1,1,1,2,2,4,2,2,5,0,0,2,3,1,5,0,1,0,0,4,1,0,5,1,2,0,3,1,2,3,2,1,3,0,0,0,1,1,1,0,0,6,4,5,2,0,1,1,0,3,1,2,1,2
7962,GSVIVT01013272001,0,3,0,0,0,2,1,0,3,0,1,0,0,1,0,0,1,3,1,3,3,2,0,2,1,1,0,1,2,2,0,1,1,1,0,0,1,3,0,2,1,0,2,2,3,3,1,2,1,0,2,1,0,0
7963,GSVIVT01013273001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7964,GSVIVT01013275001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0
7965,GSVIVT01013276001,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7966,GSVIVT01013277001,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7967,GSVIVT01013278001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7968,GSVIVT01013279001,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
7969,GSVIVT01013280001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7970,GSVIVT01013282001,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7971,GSVIVT01013283001,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7972,GSVIVT01013284001,3,0,3,1,1,0,5,3,7,3,5,2,3,5,8,2,1,4,3,2,2,5,5,4,3,6,2,3,0,3,5,10,3,6,5,5,2,2,2,4,2,3,3,0,2,1,3,3,3,5,1,1,1,3
7973,GSVIVT01013285001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7974,GSVIVT01013286001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2
7975,GSVIVT01013288001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7976,GSVIVT01013290001,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7977,GSVIVT01013291001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7978,GSVIVT01013292001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7979,GSVIVT01013293001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7980,GSVIVT01013295001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7981,GSVIVT01013297001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7982,GSVIVT01013300001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7983,GSVIVT01013301001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7984,GSVIVT01013302001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7985,GSVIVT01013304001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7986,GSVIVT01013307001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7987,GSVIVT01013310001,2,2,0,1,0,2,3,1,2,3,7,7,0,0,2,1,1,1,2,0,4,2,0,0,2,0,4,0,0,1,1,1,2,2,1,0,0,2,0,1,2,0,1,1,1,0,2,0,4,0,0,1,1,2
7988,GSVIVT01013313001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7989,GSVIVT01013315001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7990,GSVIVT01013318001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7991,GSVIVT01013319001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7992,GSVIVT01013321001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7993,GSVIVT01013324001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7994,GSVIVT01013326001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7995,GSVIVT01013328001,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7996,GSVIVT01013329001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7997,GSVIVT01013330001,4,7,8,7,5,7,14,17,14,14,20,11,6,4,4,6,5,3,3,4,5,8,11,6,4,7,9,16,2,6,4,13,8,7,8,6,2,2,4,5,4,5,6,0,6,3,4,4,4,3,1,1,0,7
7998,GSVIVT01013334001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7999,GSVIVT01013336001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,GSVIVT01013339001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8001,GSVIVT01013340001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8002,GSVIVT01013341001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8003,GSVIVT01013344001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,GSVIVT01013345001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8005,GSVIVT01013346001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8006,GSVIVT01013347001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8007,GSVIVT01013349001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8008,GSVIVT01013350001,3,1,2,2,2,0,2,3,2,2,1,0,1,3,2,2,3,3,1,3,0,2,3,4,3,0,2,1,1,0,3,5,2,0,1,5,1,6,2,2,0,3,0,2,4,2,1,0,0,3,2,2,2,3
8009,GSVIVT01013352001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8010,GSVIVT01013353001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8011,GSVIVT01013354001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8012,GSVIVT01013355001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8013,GSVIVT01013357001,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8014,GSVIVT01013358001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8015,GSVIVT01013359001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8016,GSVIVT01013360001,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8017,GSVIVT01013362001,0,1,0,0,0,1,2,2,1,5,2,0,1,4,3,1,1,1,1,2,2,2,3,1,1,3,0,1,3,0,0,2,0,0,1,0,0,0,1,2,1,0,0,1,1,1,0,0,7,1,2,2,2,0
8018,GSVIVT01013363001,0,1,0,2,0,0,6,2,1,1,1,0,0,4,0,1,0,1,1,0,0,1,0,0,0,1,2,1,0,2,0,2,0,0,0,0,0,3,2,1,1,2,1,0,1,0,1,2,0,0,0,2,0,0
8019,GSVIVT01013364001,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0
8020,GSVIVT01013365001,3,2,0,1,2,2,6,0,6,6,6,10,6,4,2,1,1,4,4,1,2,10,2,2,2,4,1,4,2,6,4,3,2,2,4,1,6,0,2,3,6,4,5,1,6,1,3,3,2,2,3,3,7,2
8021,GSVIVT01013366001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8022,GSVIVT01013367001,0,0,0,1,0,1,1,1,0,0,0,1,2,0,0,0,2,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,1,2,0,1,0,0,0,0,2,0,0
8023,GSVIVT01013368001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8024,GSVIVT01013369001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8025,GSVIVT01013370001,1,0,0,0,1,1,0,2,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,2,2,1,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0
8026,GSVIVT01013373001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8027,GSVIVT01013374001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8028,GSVIVT01013375001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8029,GSVIVT01013377001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8030,GSVIVT01013378001,0,1,2,0,0,0,1,0,1,1,2,0,0,1,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0
8031,GSVIVT01013379001,1,0,1,1,0,2,0,0,0,1,0,3,0,0,0,0,2,1,0,1,2,0,0,0,1,0,1,0,0,0,0,2,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,2,2,0,2,2,2,0
8032,GSVIVT01013381001,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
8033,GSVIVT01013382001,82,68,102,77,96,106,96,128,99,98,102,139,84,85,82,84,78,93,63,78,81,96,117,104,80,98,98,79,105,99,105,124,111,57,59,66,92,93,94,87,91,76,95,114,114,69,67,80,96,90,83,52,46,63
8034,GSVIVT01013384001,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8035,GSVIVT01013385001,5,6,6,7,2,3,10,5,8,9,4,2,4,0,3,3,5,8,2,3,3,5,4,4,2,4,2,2,2,4,2,7,5,1,3,1,3,3,1,4,1,4,1,4,8,3,6,4,3,2,5,2,3,2
8036,GSVIVT01013386001,1,1,2,0,1,0,0,0,0,1,2,1,0,2,0,1,1,0,0,0,0,1,0,2,5,0,1,0,2,3,3,1,0,0,1,0,0,1,1,2,1,0,0,0,0,3,4,8,0,0,2,0,1,0
8037,GSVIVT01013387001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8038,GSVIVT01013388001,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
8039,GSVIVT01013389001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8040,GSVIVT01013390001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
8041,GSVIVT01013391001,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8042,GSVIVT01013392001,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0
8043,GSVIVT01013393001,0,0,0,0,0,1,0,0,0,1,0,0,3,1,1,0,1,0,1,3,0,0,1,3,0,3,0,0,2,1,1,2,0,1,1,1,0,1,0,0,1,1,2,0,1,1,0,0,0,1,1,2,0,0
8044,GSVIVT01013394001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8045,GSVIVT01013395001,0,2,1,0,0,0,1,2,0,1,0,0,1,3,2,0,1,1,1,0,1,0,1,0,2,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,3,1,2,0,2,1,1,0,1
8046,GSVIVT01013397001,0,0,1,0,1,0,4,2,1,0,0,3,0,3,1,1,0,1,0,0,2,3,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,2,0
8047,GSVIVT01013398001,0,0,3,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,0,0,1,1,0,1,1,0,2,1,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
8048,GSVIVT01013399001,1,0,1,0,1,5,4,1,1,0,2,1,2,1,0,0,0,1,0,0,0,1,2,0,2,3,1,0,1,0,0,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
8049,GSVIVT01013400001,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
8050,GSVIVT01013401001,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,1,1,3,0,1,1,0,2,0,1,2,4,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,3,1,1,1,0,2,1,1
8051,GSVIVT01013402001,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8052,GSVIVT01013403001,0,4,3,3,0,2,2,0,0,2,1,2,4,0,3,4,2,1,4,1,5,2,0,3,1,0,1,3,0,1,1,1,2,0,0,1,0,0,0,1,2,1,1,1,1,1,0,1,2,1,0,1,0,0
8053,GSVIVT01013404001,0,0,0,0,0,0,1,1,2,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8054,GSVIVT01013406001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
