,gene_id,AUX_11c_S1_L001_R1_001_Count.count,AUX_11c_S1_L002_R1_001_Count.count,AUX_11c_S1_L003_R1_001_Count.count,AUX_23b_S4_L001_R1_001_Count.count,AUX_23b_S4_L002_R1_001_Count.count,AUX_23b_S4_L003_R1_001_Count.count,AUX_28a_S7_L001_R1_001_Count.count,AUX_28a_S7_L002_R1_001_Count.count,AUX_28a_S7_L003_R1_001_Count.count,AUX_C_19c_S9_L001_R1_001_Count.count,AUX_C_19c_S9_L002_R1_001_Count.count,AUX_C_19c_S9_L003_R1_001_Count.count,AUX_C_21cc_S11_L001_R1_001_Count.count,AUX_C_21cc_S11_L002_R1_001_Count.count,AUX_C_21cc_S11_L003_R1_001_Count.count,AUX_C_26b_S13_L001_R1_001_Count.count,AUX_C_26b_S13_L002_R1_001_Count.count,AUX_C_26b_S13_L003_R1_001_Count.count,CK_14bb_S15_L001_R1_001_Count.count,CK_14bb_S15_L002_R1_001_Count.count,CK_14bb_S15_L003_R1_001_Count.count,CK_17a_S17_L001_R1_001_Count.count,CK_17a_S17_L002_R1_001_Count.count,CK_17a_S17_L003_R1_001_Count.count,CK_25c_S2_L001_R1_001_Count.count,CK_25c_S2_L002_R1_001_Count.count,CK_25c_S2_L003_R1_001_Count.count,GA3_13ab_S5_L001_R1_001_Count.count,GA3_13ab_S5_L002_R1_001_Count.count,GA3_13ab_S5_L003_R1_001_Count.count,GA3_15ab_S8_L001_R1_001_Count.count,GA3_15ab_S8_L002_R1_001_Count.count,GA3_15ab_S8_L003_R1_001_Count.count,GA3_24b_S10_L001_R1_001_Count.count,GA3_24b_S10_L002_R1_001_Count.count,GA3_24b_S10_L003_R1_001_Count.count,GA3_CK_C_12c_S12_L001_R1_001_Count.count,GA3_CK_C_12c_S12_L002_R1_001_Count.count,GA3_CK_C_12c_S12_L003_R1_001_Count.count,GA3_CK_C_16ab_S14_L001_R1_001_Count.count,GA3_CK_C_16ab_S14_L002_R1_001_Count.count,GA3_CK_C_16ab_S14_L003_R1_001_Count.count,GA3_CK_C_20b_S16_L001_R1_001_Count.count,GA3_CK_C_20b_S16_L002_R1_001_Count.count,GA3_CK_C_20b_S16_L003_R1_001_Count.count,W_C_18cc_S18_L001_R1_001_Count.count,W_C_18cc_S18_L002_R1_001_Count.count,W_C_18cc_S18_L003_R1_001_Count.count,W_C_22a_S3_L001_R1_001_Count.count,W_C_22a_S3_L002_R1_001_Count.count,W_C_22a_S3_L003_R1_001_Count.count,W_C_27b.pooled_S6_L001_R1_001_Count.count,W_C_27b.pooled_S6_L002_R1_001_Count.count,W_C_27b.pooled_S6_L003_R1_001_Count.count
19158,GSVIVT01028752001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19159,GSVIVT01028753001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19160,GSVIVT01028754001,2,1,1,2,1,1,2,2,0,0,1,0,3,1,2,0,2,1,1,1,1,0,0,1,7,1,2,5,5,1,2,10,5,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,2,1,0,0
19161,GSVIVT01028755001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19162,GSVIVT01028756001,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0
19163,GSVIVT01028757001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0
19164,GSVIVT01028761001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19165,GSVIVT01028762001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19166,GSVIVT01028763001,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19167,GSVIVT01028764001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19168,GSVIVT01028765001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19169,GSVIVT01028766001,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19170,GSVIVT01028768001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19171,GSVIVT01028769001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19172,GSVIVT01028770001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19173,GSVIVT01028771001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19174,GSVIVT01028773001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19175,GSVIVT01028775001,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19176,GSVIVT01028777001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19177,GSVIVT01028778001,0,0,0,0,0,1,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19178,GSVIVT01028779001,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19179,GSVIVT01028780001,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19180,GSVIVT01028782001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19181,GSVIVT01028783001,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19182,GSVIVT01028785001,1,3,1,1,0,2,2,3,2,0,0,0,2,3,0,3,3,3,1,2,2,0,0,2,6,4,3,0,3,8,10,10,12,4,4,1,2,3,4,2,3,0,4,4,2,4,1,2,3,4,2,1,0,0
19183,GSVIVT01028786001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19184,GSVIVT01028787001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19185,GSVIVT01028788001,0,2,0,0,3,0,0,0,0,1,4,0,4,3,1,1,1,0,1,2,0,0,0,0,0,0,0,4,2,0,1,2,0,1,2,1,0,2,0,1,0,0,1,2,3,0,1,0,0,0,2,0,0,0
19186,GSVIVT01028789001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19187,GSVIVT01028790001,1,0,2,2,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,1,1,2,0,0,0,0,0,2,1,1,0,1,2,0,1,0,0,0,2,0,1,1,0
19188,GSVIVT01028791001,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19189,GSVIVT01028792001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19190,GSVIVT01028793001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19191,GSVIVT01028794001,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19192,GSVIVT01028795001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
19193,GSVIVT01028796001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19194,GSVIVT01028797001,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0
19195,GSVIVT01028798001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19196,GSVIVT01028799001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19197,GSVIVT01028801001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19198,GSVIVT01028802001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19199,GSVIVT01028807001,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19200,GSVIVT01028809001,2,4,4,9,3,2,6,7,6,1,4,6,2,0,2,1,3,2,2,2,1,1,5,4,2,1,3,0,3,2,1,0,2,3,1,1,3,3,4,0,3,0,3,0,1,2,3,0,1,3,5,4,0,3
19201,GSVIVT01028811001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19202,GSVIVT01028812001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19203,GSVIVT01028813001,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19204,GSVIVT01028814001,0,0,1,1,3,3,1,2,1,2,0,0,2,3,3,1,3,3,1,0,0,1,1,1,0,1,0,2,0,0,3,2,4,4,0,4,0,1,1,1,1,0,1,0,2,1,2,0,0,2,1,0,0,2
19205,GSVIVT01028815001,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
19206,GSVIVT01028816001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19207,GSVIVT01028817001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19208,GSVIVT01028818001,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,1,0,0,0,0,0
19209,GSVIVT01028819001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19210,GSVIVT01028820001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
19211,GSVIVT01028823001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19212,GSVIVT01028824001,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19213,GSVIVT01028825001,0,1,0,1,2,0,1,1,1,0,0,0,1,0,3,0,0,0,0,5,0,0,0,1,0,0,0,1,2,1,1,0,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1
19214,GSVIVT01028826001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19215,GSVIVT01028827001,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19216,GSVIVT01028828001,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
19217,GSVIVT01028829001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19218,GSVIVT01028832001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19219,GSVIVT01028836001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19220,GSVIVT01028837001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19221,GSVIVT01028838001,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19222,GSVIVT01028839001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19223,GSVIVT01028840001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19224,GSVIVT01028841001,8,8,10,7,2,8,10,11,14,5,7,20,10,22,13,3,8,3,8,7,15,5,11,6,13,14,15,9,8,14,10,14,6,20,13,13,6,5,10,7,19,8,6,4,14,10,10,15,9,8,8,3,7,10
19225,GSVIVT01028842001,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19226,GSVIVT01028843001,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,2,0,1,1,0,1,1,0,0,0,3,1,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19227,GSVIVT01028844001,2,2,1,0,1,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,0,0,0,0,0
19228,GSVIVT01028846001,1,2,3,0,0,0,2,1,0,1,0,1,1,0,1,0,2,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,1,0,1,0,0,1,2,1,0,0,0,0,0,0
19229,GSVIVT01028847001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19230,GSVIVT01028848001,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19231,GSVIVT01028849001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19232,GSVIVT01028851001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19233,GSVIVT01028852001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19234,GSVIVT01028853001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19235,GSVIVT01028854001,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
19236,GSVIVT01028856001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19237,GSVIVT01028857001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19238,GSVIVT01028858001,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
19239,GSVIVT01028859001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19240,GSVIVT01028860001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19241,GSVIVT01028861001,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19242,GSVIVT01028862001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19243,GSVIVT01028863001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19244,GSVIVT01028864001,8,5,5,2,0,0,7,7,2,2,3,8,0,5,4,2,2,1,1,3,0,2,7,3,3,1,5,0,0,1,1,1,1,1,3,2,1,2,7,2,2,0,8,1,1,7,6,7,0,1,0,3,1,1
19245,GSVIVT01028865001,32,33,28,32,47,54,64,65,64,64,75,83,79,78,70,52,71,57,56,57,53,60,49,41,48,53,73,56,46,68,68,86,70,56,73,71,54,59,62,56,49,79,39,63,62,51,36,44,63,77,82,56,64,57
19246,GSVIVT01028866001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
19247,GSVIVT01028868001,0,0,0,0,4,0,1,2,0,4,0,0,3,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0
19248,GSVIVT01028869001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19249,GSVIVT01028870001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19250,GSVIVT01028871001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19251,GSVIVT01028872001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19252,GSVIVT01028873001,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19253,GSVIVT01028874001,9,13,15,8,8,11,7,5,12,11,10,14,8,8,3,7,3,7,7,6,10,10,8,16,2,11,8,4,12,7,6,3,10,5,8,7,7,12,11,6,5,7,7,12,6,12,14,12,4,10,1,4,1,5
19254,GSVIVT01028875001,0,1,1,1,0,1,0,0,1,1,0,3,1,0,0,0,1,2,1,0,1,0,0,0,1,3,1,1,4,0,1,0,1,0,2,0,0,1,0,0,0,1,3,2,0,3,1,1,0,0,1,0,2,1
19255,GSVIVT01028876001,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
19256,GSVIVT01028877001,1,0,3,0,1,0,4,2,0,4,0,2,3,1,2,1,0,1,2,3,3,0,1,0,0,1,0,1,0,0,1,1,1,0,1,3,0,0,0,0,2,0,1,1,0,1,1,0,3,2,2,1,0,1
19257,GSVIVT01028879001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0
19258,GSVIVT01028880001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19259,GSVIVT01028882001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19260,GSVIVT01028884001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
