"gene_id"	"X1.9.2_S4_L001_R1_001_Count.count"	"X1.9.2_S4_L002_R1_001_Count.count"	"X1.9.2_S4_L003_R1_001_Count.count"	"X1.9.2.G_S16_L001_R1_001_Count.count"	"X1.9.2.G_S16_L002_R1_001_Count.count"	"X1.9.2.G_S16_L003_R1_001_Count.count"	"X2.6.2_S6_L001_R1_001_Count.count"	"X2.6.2_S6_L002_R1_001_Count.count"	"X2.6.2_S6_L003_R1_001_Count.count"	"X3.19.1_S1_L001_R1_001_Count.count"	"X3.19.1_S1_L002_R1_001_Count.count"	"X3.19.1_S1_L003_R1_001_Count.count"	"X3.19.1.G_S8_L001_R1_001_Count.count"	"X3.19.1.G_S8_L002_R1_001_Count.count"	"X3.19.1.G_S8_L003_R1_001_Count.count"	"X3.51.1_S12_L001_R1_001_Count.count"	"X3.51.1_S12_L002_R1_001_Count.count"	"X3.51.1_S12_L003_R1_001_Count.count"	"X3.51.1.G_S10_L001_R1_001_Count.count"	"X3.51.1.G_S10_L002_R1_001_Count.count"	"X3.51.1.G_S10_L003_R1_001_Count.count"	"X4.11.5_S14_L001_R1_001_Count.count"	"X4.11.5_S14_L002_R1_001_Count.count"	"X4.11.5_S14_L003_R1_001_Count.count"	"X4.44.4_S2_L001_R1_001_Count.count"	"X4.44.4_S2_L002_R1_001_Count.count"	"X4.44.4_S2_L003_R1_001_Count.count"	"X4.44.4.G_S17_L001_R1_001_Count.count"	"X4.44.4.G_S17_L002_R1_001_Count.count"	"X4.44.4.G_S17_L003_R1_001_Count.count"	"DPR.1.G_S5_L001_R1_001_Count.count"	"DPR.1.G_S5_L002_R1_001_Count.count"	"DPR.1.G_S5_L003_R1_001_Count.count"	"DPR.2.G_S7_L001_R1_001_Count.count"	"DPR.2.G_S7_L002_R1_001_Count.count"	"DPR.2.G_S7_L003_R1_001_Count.count"	"SB.C1_S9_L001_R1_001_Count.count"	"SB.C1_S9_L002_R1_001_Count.count"	"SB.C1_S9_L003_R1_001_Count.count"	"SB.C2_S11_L001_R1_001_Count.count"	"SB.C2_S11_L002_R1_001_Count.count"	"SB.C2_S11_L003_R1_001_Count.count"	"SB.C3_S13_L001_R1_001_Count.count"	"SB.C3_S13_L002_R1_001_Count.count"	"SB.C3_S13_L003_R1_001_Count.count"	"SB.CK.1.G_S15_L001_R1_001_Count.count"	"SB.CK.1.G_S15_L002_R1_001_Count.count"	"SB.CK.1.G_S15_L003_R1_001_Count.count"	"SB.CK.2.G_S18_L001_R1_001_Count.count"	"SB.CK.2.G_S18_L002_R1_001_Count.count"	"SB.CK.2.G_S18_L003_R1_001_Count.count"	"SB.CK.3.G_S3_L001_R1_001_Count.count"	"SB.CK.3.G_S3_L002_R1_001_Count.count"	"SB.CK.3.G_S3_L003_R1_001_Count.count"
"PAC:17821762"	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"PAC:17821763"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17821764"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
"PAC:17821765"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"PAC:17821766"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821767"	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
"PAC:17821768"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17821769"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821770"	1	4	6	3	1	2	3	1	5	1	0	3	1	1	2	3	2	3	1	5	4	1	0	0	6	0	8	0	3	4	0	4	2	0	0	2	1	1	0	0	0	0	3	4	2	0	0	1	0	0	0	3	3	1
"PAC:17821771"	0	1	0	0	0	0	1	2	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	6	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
"PAC:17821772"	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
"PAC:17821773"	0	1	0	0	0	0	2	1	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2	3	0	1	2	2	1	0	1	4	1	1	0	0	1	0	0	0	0	0	0	2	1	1	2	2	0	0	0	1	3
"PAC:17821774"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"PAC:17821775"	1	0	0	0	0	0	1	0	0	1	1	3	2	0	2	0	0	1	6	1	1	3	5	2	0	0	0	2	0	0	6	10	5	19	20	14	1	1	1	2	5	0	1	0	0	16	20	26	9	9	7	16	16	13
"PAC:17821776"	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
"PAC:17821777"	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	3	0	2	0	1	0	3	2	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	1
"PAC:17821778"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821779"	0	2	0	3	0	2	1	2	1	3	2	0	0	0	3	1	1	4	1	0	1	0	3	2	0	0	0	2	0	3	1	1	2	1	3	0	0	0	0	1	1	2	1	0	0	1	0	0	3	3	1	1	1	1
"PAC:17821780"	4	3	4	11	20	17	8	10	7	13	13	8	7	10	8	4	8	5	6	9	8	2	4	2	6	12	7	8	7	16	6	14	11	5	0	7	1	0	4	2	3	5	3	2	3	1	1	1	3	3	6	3	4	4
"PAC:17821781"	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821782"	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
"PAC:17821783"	0	1	2	2	1	0	1	1	0	2	0	1	0	0	0	0	2	0	1	0	1	0	5	0	0	1	0	3	7	2	2	2	3	1	5	5	0	0	0	2	1	0	0	1	1	3	1	4	3	0	4	5	3	4
"PAC:17821784"	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
"PAC:17821785"	0	0	1	3	2	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	2	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"PAC:17821786"	0	0	0	1	1	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	1	0	0	0	0	2	0	0	0	0
"PAC:17821787"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821788"	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821789"	31	26	16	1214	1283	1228	114	99	123	223	222	225	5816	5612	5444	134	110	132	6561	6442	6605	1047	1094	1080	197	163	176	2098	2093	2128	4968	4965	4831	4218	4036	4043	18	27	29	215	221	238	180	189	206	5399	5270	5184	3480	3406	3445	6477	6575	6363
"PAC:17821790"	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
"PAC:17821791"	0	1	0	0	1	0	2	0	0	2	1	0	0	0	2	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0
"PAC:17821792"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
"PAC:17821793"	9	5	6	1	1	0	3	16	6	17	11	9	9	7	10	10	19	18	12	11	11	3	1	2	14	21	12	9	7	14	8	5	5	7	13	8	1	2	0	4	11	6	4	0	4	5	2	4	3	4	2	3	6	12
"PAC:17821794"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821795"	0	0	0	1	1	1	1	1	2	2	0	1	1	2	1	1	3	0	0	1	0	0	0	0	1	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
"PAC:17821796"	0	0	0	0	0	1	0	2	0	0	0	1	1	2	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0
"PAC:17821797"	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821798"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	2	4	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"PAC:17821799"	1	2	1	0	0	1	4	2	0	1	0	2	1	0	1	0	1	0	0	0	0	2	2	0	0	0	0	1	1	3	0	0	0	2	0	0	0	0	0	0	1	1	0	1	4	0	0	0	0	0	0	0	0	0
"PAC:17821800"	18	2	10	15	30	23	11	22	23	29	29	30	11	10	3	15	22	14	4	5	1	17	30	26	7	17	14	5	10	13	26	20	24	14	19	28	8	13	7	14	21	24	33	27	29	11	24	18	11	17	10	10	13	3
"PAC:17821801"	1	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	2	2	2	1	1	0	0	0	0	0	0	0
"PAC:17821802"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"PAC:17821803"	0	0	2	0	2	0	0	0	0	2	0	2	0	2	2	1	0	0	2	0	0	0	1	0	3	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	1	0	0
"PAC:17821804"	0	4	1	0	0	0	0	0	0	0	1	1	0	2	0	1	2	2	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	1	2	0	0	2	1	0	0	0	0	0	0	0	1	3	0	1	0	2	2	2
"PAC:17821805"	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"PAC:17821806"	12	3	5	8	3	5	4	4	2	10	11	9	1	3	0	8	6	3	3	2	3	5	9	9	0	3	0	8	3	1	3	2	6	9	4	4	0	2	0	0	3	5	3	2	3	4	1	6	1	0	0	9	5	12
"PAC:17821807"	3	1	1	11	5	3	0	0	1	0	2	3	3	4	2	2	5	2	2	4	1	8	5	4	3	1	3	3	1	0	12	11	6	2	4	0	1	1	2	1	2	1	0	1	2	14	13	6	2	3	8	1	5	6
"PAC:17821808"	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	3
"PAC:17821809"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
"PAC:17821810"	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
"PAC:17821811"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821812"	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17821813"	2	4	5	0	0	0	1	5	4	0	9	4	2	0	1	4	5	0	2	3	1	5	3	3	5	6	4	2	2	1	4	2	2	1	4	1	1	0	0	1	0	3	0	1	0	1	1	0	1	0	1	8	5	1
"PAC:17821814"	1	0	0	3	3	3	0	0	0	0	0	0	2	4	4	1	1	0	2	3	4	11	7	2	0	0	0	12	6	11	13	8	5	0	0	0	1	2	1	0	1	3	0	0	3	5	2	0	0	1	1	0	0	0
"PAC:17821815"	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17821816"	1	2	0	0	0	0	1	1	0	3	0	0	0	0	1	3	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	2	4	1	3	0	1	1	0	0	0	0	0	0
"PAC:17821817"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"PAC:17821818"	50	58	52	12	15	12	37	28	47	40	45	35	23	13	16	37	34	24	11	13	14	29	31	20	31	40	48	40	29	24	15	19	17	28	27	27	3	2	8	13	20	29	23	23	15	20	34	36	27	30	27	22	31	17
"PAC:17821819"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821820"	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"PAC:17821821"	0	1	0	0	0	0	1	0	1	1	2	0	0	1	1	0	1	0	1	0	0	1	0	1	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0
"PAC:17821822"	3	0	2	0	0	0	2	1	1	2	1	0	6	10	4	7	3	2	7	6	2	3	1	1	0	0	0	5	4	6	6	3	6	13	12	13	0	0	0	1	3	1	4	2	0	1	8	7	11	6	6	1	7	1
"PAC:17821823"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PAC:17821824"	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17821825"	0	1	2	9	7	2	3	2	1	3	0	3	1	2	5	1	0	0	0	1	3	7	1	5	0	0	0	0	3	1	4	3	1	3	3	0	1	0	0	4	1	3	2	1	1	4	5	0	3	5	0	2	4	4
"PAC:17821826"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
"PAC:17821827"	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	2	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0
"PAC:17821828"	543	576	548	793	824	728	728	700	715	719	698	643	772	658	744	632	611	631	519	454	488	733	757	795	413	448	415	637	631	627	369	345	341	359	398	411	397	416	435	781	799	832	1116	1161	1091	289	322	287	406	440	418	322	345	327
"PAC:17821829"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821830"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821831"	1	0	0	0	0	0	3	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821832"	0	0	2	0	0	1	4	1	1	2	0	2	3	0	2	0	2	2	0	0	0	3	0	0	0	0	0	1	0	4	0	0	1	0	1	1	0	0	0	1	0	1	1	2	2	2	0	0	0	1	0	4	2	0
"PAC:17821833"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"PAC:17821834"	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0
"PAC:17821835"	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"PAC:17821836"	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821837"	0	1	3	0	0	0	0	2	3	0	0	0	1	0	4	0	2	0	1	0	1	4	1	2	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1
"PAC:17821838"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821839"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821840"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"PAC:17821841"	2	2	2	3	2	0	1	1	0	1	1	3	4	1	1	2	3	4	2	2	0	0	0	1	2	0	0	1	2	0	4	0	2	1	3	1	1	1	3	1	1	0	2	1	2	1	0	0	1	0	0	0	3	0
"PAC:17821842"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821843"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821844"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821845"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821846"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"PAC:17821847"	5	0	1	0	0	0	2	0	0	1	1	0	1	0	1	1	0	2	0	0	1	0	2	3	1	0	0	1	1	1	1	1	2	0	0	0	0	0	0	1	1	1	2	2	0	0	1	0	0	0	0	0	0	0
"PAC:17821848"	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"PAC:17821849"	568	550	609	737	790	719	566	542	566	798	895	860	660	638	677	618	645	626	479	469	432	645	657	704	600	604	567	596	577	574	664	650	613	527	537	498	202	176	203	558	556	503	388	376	389	616	570	583	470	461	464	521	534	556
"PAC:17821850"	6	7	2	2	1	1	11	12	18	20	12	19	17	12	22	7	5	7	8	5	6	9	8	6	7	9	4	7	12	13	21	12	12	28	21	14	0	0	0	7	5	4	10	10	9	11	19	15	17	11	10	12	14	13
"PAC:17821851"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0
"PAC:17821852"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17821853"	6	1	2	2	0	1	3	0	0	4	1	1	0	0	0	2	4	6	0	1	0	1	2	1	4	3	2	0	2	0	0	3	0	0	2	1	1	1	0	5	2	4	5	4	3	0	0	0	0	2	4	3	1	0
"PAC:17821854"	4	2	3	3	17	10	7	3	7	8	1	5	7	13	5	4	6	5	4	1	2	9	10	10	0	2	2	10	11	11	2	2	2	5	4	5	0	0	0	7	7	3	7	8	9	4	5	1	1	3	0	3	6	1
"PAC:17821855"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
"PAC:17821856"	9	6	6	0	0	0	5	3	3	4	3	8	3	2	1	6	8	5	0	1	2	3	4	1	2	1	0	6	4	2	1	2	0	1	5	3	3	4	4	4	4	2	1	0	0	2	0	2	2	2	5	2	4	1
"PAC:17821857"	15	19	16	8	13	5	13	30	21	15	13	35	12	10	13	17	19	34	27	23	17	20	16	20	30	28	36	23	22	25	20	18	15	16	20	15	22	11	11	21	19	12	20	16	12	17	16	17	19	10	15	19	15	24
"PAC:17821858"	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	4	0	0	0	0	0	0	0	0	0	3	5	1	3	5	0	1	1	3
"PAC:17821859"	1	0	1	2	1	0	1	0	2	3	1	3	1	0	0	6	3	2	0	1	0	3	2	0	1	3	4	1	3	3	3	2	1	0	3	7	1	2	0	4	0	2	0	1	0	4	0	4	2	1	1	1	2	2
"PAC:17821860"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821861"	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	2	2	1	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0	4	1	2
"PAC:17821862"	1	1	1	4	1	3	1	0	1	6	2	1	0	0	2	0	1	1	1	0	1	1	2	5	0	0	0	0	2	0	3	1	3	0	2	1	0	0	0	0	2	0	0	1	3	1	3	2	1	1	0	0	0	1
"PAC:17821863"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
"PAC:17821864"	20	13	14	9	7	5	13	5	12	11	8	9	5	7	2	14	20	13	5	6	5	7	6	9	12	12	10	17	13	11	6	12	9	6	7	15	1	2	0	12	11	8	10	8	6	2	3	9	2	1	1	8	5	9
"PAC:17821865"	14	22	22	1	2	5	28	23	28	26	27	22	8	2	6	43	32	37	6	16	8	6	6	8	41	24	24	7	11	7	17	12	12	17	16	8	8	6	3	6	9	3	5	4	3	11	15	16	16	14	18	8	9	9
"PAC:17821866"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17821867"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
