"gene_id"	"AUX_11c_S1_L002_R1_001_Count.count"	"AUX_23b_S4_L002_R1_001_Count.count"	"AUX_28a_S7_L002_R1_001_Count.count"	"AUX_C_19c_S9_L002_R1_001_Count.count"	"AUX_C_21cc_S11_L002_R1_001_Count.count"	"AUX_C_26b_S13_L002_R1_001_Count.count"	"CK_14bb_S15_L002_R1_001_Count.count"	"CK_17a_S17_L002_R1_001_Count.count"	"CK_25c_S2_L002_R1_001_Count.count"	"GA3_13ab_S5_L002_R1_001_Count.count"	"GA3_15ab_S8_L002_R1_001_Count.count"	"GA3_24b_S10_L002_R1_001_Count.count"	"GA3_CK_C_12c_S12_L002_R1_001_Count.count"	"GA3_CK_C_16ab_S14_L002_R1_001_Count.count"	"GA3_CK_C_20b_S16_L002_R1_001_Count.count"	"W_C_18cc_S18_L002_R1_001_Count.count"	"W_C_22a_S3_L002_R1_001_Count.count"	"W_C_27b.pooled_S6_L002_R1_001_Count.count"
"PAC:17831305"	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
"PAC:17831306"	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0
"PAC:17831307"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831308"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831309"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831310"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831311"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831312"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831313"	10	16	14	7	8	12	7	12	5	10	10	11	9	10	3	3	7	6
"PAC:17831314"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831315"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
"PAC:17831316"	3	1	1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0
"PAC:17831317"	1	0	2	0	2	1	3	0	1	1	1	0	4	0	1	1	2	2
"PAC:17831318"	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831319"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831320"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831321"	1	7	4	1	1	0	4	5	4	3	1	3	2	0	0	4	4	1
"PAC:17831322"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831323"	1	1	0	0	1	2	0	0	0	0	0	0	0	2	0	1	0	0
"PAC:17831324"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831325"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831326"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831327"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831328"	2	0	4	3	1	0	5	2	2	3	0	0	2	0	4	0	0	2
"PAC:17831329"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831330"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"PAC:17831331"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PAC:17831332"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831333"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831334"	2	4	6	5	5	9	8	5	4	10	2	3	2	8	6	9	5	4
"PAC:17831335"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831336"	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0
"PAC:17831337"	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	3	0	0
"PAC:17831338"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831339"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831340"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831341"	0	0	0	2	2	0	0	0	0	0	0	0	1	0	1	2	0	0
"PAC:17831342"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"PAC:17831343"	0	0	3	1	1	0	1	0	4	2	0	1	1	2	0	1	0	0
"PAC:17831344"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831345"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831346"	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
"PAC:17831347"	3	4	8	5	2	1	7	5	6	3	2	5	3	7	13	2	4	3
"PAC:17831348"	1	2	0	0	1	0	3	3	1	3	4	0	0	1	1	1	2	2
"PAC:17831349"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"PAC:17831350"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831351"	2	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	1	0
"PAC:17831352"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831353"	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1
"PAC:17831354"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831355"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831356"	0	0	0	0	2	0	0	0	1	2	0	1	0	0	0	0	0	0
"PAC:17831357"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"PAC:17831358"	1	3	2	0	1	2	0	2	2	0	2	1	2	3	2	1	2	1
"PAC:17831359"	0	0	1	0	2	1	1	0	2	1	0	0	0	0	0	0	0	0
"PAC:17831360"	0	6	3	2	4	0	2	2	1	1	4	1	0	1	0	1	0	5
"PAC:17831361"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
"PAC:17831362"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
"PAC:17831363"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831364"	39	50	96	58	69	68	84	81	54	54	67	65	35	69	66	63	47	67
"PAC:17831365"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"PAC:17831366"	9	20	10	26	11	13	20	19	14	12	14	6	9	14	15	11	9	11
"PAC:17831367"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831368"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831369"	1	0	0	0	0	0	0	3	1	0	0	0	1	0	1	0	2	0
"PAC:17831370"	0	0	2	0	1	2	0	1	0	1	0	0	1	0	1	0	0	0
"PAC:17831371"	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
"PAC:17831372"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831373"	15	15	20	0	19	12	12	25	17	18	13	18	15	16	9	15	15	17
"PAC:17831374"	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"PAC:17831375"	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	2
"PAC:17831376"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831377"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"PAC:17831378"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831379"	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831380"	2	0	5	0	1	2	3	1	0	0	1	0	1	0	0	0	0	0
"PAC:17831381"	2460	184	611	120	285	242	110	983	647	405	214	230	268	143	164	2054	647	173
"PAC:17831382"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831383"	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0
"PAC:17831384"	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
"PAC:17831385"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831386"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831387"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"PAC:17831388"	2	1	0	2	1	1	4	1	1	0	0	1	1	2	0	1	1	1
"PAC:17831389"	2	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0
"PAC:17831390"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831391"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831392"	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831393"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"PAC:17831394"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831395"	0	0	4	0	1	0	3	0	0	0	0	1	0	0	0	1	1	0
"PAC:17831396"	0	1	1	0	0	0	0	1	1	0	0	2	0	2	0	1	0	0
"PAC:17831397"	0	0	2	0	0	2	0	1	1	1	1	0	0	0	1	0	1	2
"PAC:17831398"	53	68	114	40	60	45	47	81	67	64	72	47	46	34	51	64	63	46
"PAC:17831399"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831400"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"PAC:17831401"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831402"	128	191	332	104	170	95	102	149	134	174	184	135	148	125	107	149	150	133
"PAC:17831403"	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
"PAC:17831404"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"PAC:17831405"	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1
"PAC:17831406"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831407"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831408"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831409"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831410"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"PAC:17831411"	1	0	2	0	5	0	0	0	1	1	0	2	0	0	3	1	2	0
"PAC:17831412"	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831413"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831414"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831415"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"PAC:17831416"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831417"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831418"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831419"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831420"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831421"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831422"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831423"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831424"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831425"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831426"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831427"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831428"	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"PAC:17831429"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"PAC:17831430"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831431"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831432"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831433"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831434"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831435"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831436"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831437"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831438"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831439"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831440"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831441"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831442"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831443"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831444"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831445"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831446"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831447"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831448"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831449"	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17831450"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831451"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831452"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831453"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831454"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831455"	0	0	1	0	2	1	0	0	0	1	0	0	1	0	0	0	3	1
"PAC:17831456"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831457"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831458"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831459"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831460"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831461"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831462"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831463"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
"PAC:17831464"	3	0	1	1	0	2	2	0	1	0	0	1	1	0	0	0	3	3
"PAC:17831465"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"PAC:17831466"	1	1	0	0	1	2	1	0	0	0	3	0	0	2	1	2	0	0
"PAC:17831467"	5	1	0	4	0	0	0	3	0	1	5	0	0	1	1	7	1	0
"PAC:17831468"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831469"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831470"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831471"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831472"	0	0	3	1	0	0	2	0	0	2	0	1	0	1	3	1	0	0
"PAC:17831473"	82	86	134	110	124	90	72	108	101	78	69	53	71	75	77	95	106	77
"PAC:17831474"	1	0	2	1	0	1	1	0	0	0	0	0	0	0	0	2	1	0
"PAC:17831475"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831476"	1	0	0	2	2	1	0	0	1	2	0	0	0	0	0	0	1	0
"PAC:17831477"	114	161	342	171	90	2	72	41	41	41	64	14	32	8	42	8	11	6
"PAC:17831478"	279	257	318	315	292	244	241	258	271	204	271	189	224	292	306	282	228	207
"PAC:17831479"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831480"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831481"	1	4	0	0	0	0	1	1	0	1	0	0	2	1	0	0	0	1
"PAC:17831482"	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0
"PAC:17831483"	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	1	0
"PAC:17831484"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"PAC:17831485"	2	1	1	2	1	0	0	0	0	0	0	1	1	0	1	1	4	1
"PAC:17831486"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17831487"	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0
"PAC:17831488"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831489"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831490"	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0
"PAC:17831491"	4	1	3	1	3	3	1	1	0	3	2	2	1	2	2	3	3	3
"PAC:17831492"	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
"PAC:17831493"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"PAC:17831494"	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
"PAC:17831495"	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0
"PAC:17831496"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831497"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831498"	3	0	1	0	0	1	1	1	0	2	0	0	0	0	1	0	1	0
"PAC:17831499"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831500"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831501"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"PAC:17831502"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"PAC:17831503"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"PAC:17831504"	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831505"	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831506"	2	3	8	1	3	0	2	6	2	3	3	5	1	2	5	1	7	2
"PAC:17831507"	9	11	8	4	8	3	9	12	3	4	8	7	6	4	8	13	7	4
"PAC:17831508"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831509"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831510"	1	0	0	6	0	0	0	0	1	0	1	0	1	0	0	0	0	0
"PAC:17831511"	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0
"PAC:17831512"	2	1	2	0	1	0	2	1	1	0	1	1	0	0	4	5	1	1
"PAC:17831513"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"PAC:17831514"	0	1	2	1	0	1	3	0	0	0	0	1	1	0	0	0	0	0
"PAC:17831515"	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	2	0
"PAC:17831516"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831517"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831518"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831519"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831520"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831521"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831522"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831523"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831524"	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17831525"	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17831526"	1	0	1	1	0	0	1	1	0	0	1	1	1	3	0	1	0	1
"PAC:17831527"	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"PAC:17831528"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831529"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831530"	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"PAC:17831531"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831532"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831533"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"PAC:17831534"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831535"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831536"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
"PAC:17831537"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831538"	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1
"PAC:17831539"	2	0	2	1	0	0	2	2	0	4	0	1	0	2	0	0	0	0
"PAC:17831540"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831541"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831542"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831543"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831544"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831545"	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0
"PAC:17831546"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831547"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831548"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831549"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831550"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831551"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831552"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831553"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831554"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831555"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831556"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831557"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831558"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831559"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831560"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831561"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831562"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831563"	0	0	2	1	1	1	1	0	0	3	0	2	3	1	0	2	0	4
"PAC:17831564"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831565"	10	15	15	1	8	12	6	8	9	5	5	7	6	4	8	10	8	3
"PAC:17831566"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831567"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831568"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831569"	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0
"PAC:17831570"	0	1	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17831571"	0	1	1	1	0	0	2	0	1	1	1	0	0	0	0	0	0	1
"PAC:17831572"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831573"	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"PAC:17831574"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831575"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831576"	1	2	8	19	1	6	3	10	5	6	5	8	1	3	5	6	3	7
"PAC:17831577"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831578"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831579"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831580"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831581"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831582"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831583"	39	60	96	49	59	43	35	58	51	34	42	29	41	33	59	48	56	36
"PAC:17831584"	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0
"PAC:17831585"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"PAC:17831586"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831587"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831588"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831589"	1	4	0	0	0	0	1	0	0	2	0	1	2	0	0	0	0	1
"PAC:17831590"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"PAC:17831591"	1	2	8	2	1	1	1	2	2	0	0	1	0	1	0	4	2	0
"PAC:17831592"	5	4	11	7	3	0	1	11	7	7	5	5	9	8	7	2	5	7
"PAC:17831593"	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"PAC:17831594"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831595"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831596"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17831597"	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
