"gene_id"	"AUX_11c_S1_L002_R1_001_Count.count"	"AUX_23b_S4_L002_R1_001_Count.count"	"AUX_28a_S7_L002_R1_001_Count.count"	"AUX_C_19c_S9_L002_R1_001_Count.count"	"AUX_C_21cc_S11_L002_R1_001_Count.count"	"AUX_C_26b_S13_L002_R1_001_Count.count"	"CK_14bb_S15_L002_R1_001_Count.count"	"CK_17a_S17_L002_R1_001_Count.count"	"CK_25c_S2_L002_R1_001_Count.count"	"GA3_13ab_S5_L002_R1_001_Count.count"	"GA3_15ab_S8_L002_R1_001_Count.count"	"GA3_24b_S10_L002_R1_001_Count.count"	"GA3_CK_C_12c_S12_L002_R1_001_Count.count"	"GA3_CK_C_16ab_S14_L002_R1_001_Count.count"	"GA3_CK_C_20b_S16_L002_R1_001_Count.count"	"W_C_18cc_S18_L002_R1_001_Count.count"	"W_C_22a_S3_L002_R1_001_Count.count"	"W_C_27b.pooled_S6_L002_R1_001_Count.count"
"PAC:17822586"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822587"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822588"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822589"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822590"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822591"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822592"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822593"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822594"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822595"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822596"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822597"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822598"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822599"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822600"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822601"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822602"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822603"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822604"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822605"	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1
"PAC:17822606"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822607"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822608"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822609"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822610"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822611"	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0
"PAC:17822612"	1	0	0	2	0	1	1	0	0	1	0	0	0	0	0	1	0	1
"PAC:17822613"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
"PAC:17822614"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
"PAC:17822615"	0	0	3	0	2	2	2	1	0	2	3	1	2	0	1	2	1	0
"PAC:17822616"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
"PAC:17822617"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822618"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"PAC:17822619"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822620"	0	0	0	1	0	0	2	1	1	1	0	0	0	1	2	1	1	0
"PAC:17822621"	2	6	2	4	1	10	1	5	2	1	5	1	0	6	5	1	6	8
"PAC:17822622"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822623"	9	8	11	8	6	2	2	6	6	9	6	1	3	4	7	8	4	9
"PAC:17822624"	18	15	28	0	5	6	1	11	9	8	29	1	7	5	8	2	6	2
"PAC:17822625"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822626"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822627"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822628"	2	1	0	3	0	0	2	0	0	1	0	2	0	3	1	1	0	0
"PAC:17822629"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"PAC:17822630"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822631"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
"PAC:17822632"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822633"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822634"	1	1	0	0	0	0	1	1	1	1	1	0	2	0	2	0	0	2
"PAC:17822635"	3	7	4	6	0	0	3	4	4	2	1	3	4	1	1	2	0	0
"PAC:17822636"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"PAC:17822637"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822638"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822639"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822640"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822641"	3	1	2	1	1	5	2	4	1	0	0	1	1	2	1	4	0	3
"PAC:17822642"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822643"	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
"PAC:17822644"	1	0	3	4	7	2	5	6	2	3	0	2	5	3	0	7	1	1
"PAC:17822645"	151	98	193	221	201	96	154	102	145	149	200	171	184	236	220	173	224	174
"PAC:17822646"	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0
"PAC:17822647"	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	1	0	3
"PAC:17822648"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822649"	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
"PAC:17822650"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
"PAC:17822651"	0	0	0	0	1	1	0	0	0	2	2	2	1	0	0	1	1	0
"PAC:17822652"	0	0	0	4	0	1	1	0	1	0	0	0	0	0	0	0	0	0
"PAC:17822653"	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17822654"	18	22	23	10	20	12	20	23	20	17	14	21	16	33	12	17	7	16
"PAC:17822655"	1	2	5	0	3	1	2	2	5	0	3	3	2	1	2	3	0	1
"PAC:17822656"	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
"PAC:17822657"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822658"	3	3	5	1	3	1	3	4	1	3	2	2	6	6	7	8	3	4
"PAC:17822659"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822660"	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1
"PAC:17822661"	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"PAC:17822662"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822663"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"PAC:17822664"	0	2	1	2	2	0	1	1	3	0	0	1	0	0	0	3	1	0
"PAC:17822665"	1	3	3	1	0	0	0	1	2	4	2	0	3	1	0	1	0	0
"PAC:17822666"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"PAC:17822667"	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0
"PAC:17822668"	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
"PAC:17822669"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822670"	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0
"PAC:17822671"	12	18	15	14	9	18	4	19	15	11	14	13	14	8	11	7	8	9
"PAC:17822672"	315	372	463	464	346	298	288	371	321	210	270	217	323	301	266	310	348	281
"PAC:17822673"	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"PAC:17822674"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822675"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822676"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"PAC:17822677"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"PAC:17822678"	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0
"PAC:17822679"	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822680"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822681"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822682"	1	1	5	1	1	0	3	1	1	0	2	0	0	2	0	1	2	0
"PAC:17822683"	2	3	6	12	7	4	5	4	2	10	5	7	4	8	2	7	6	5
"PAC:17822684"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822685"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822686"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822687"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822688"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822689"	0	0	5	2	5	1	14	9	2	2	6	4	2	2	4	7	1	1
"PAC:17822690"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822691"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822692"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822693"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822694"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822695"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822696"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822697"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822698"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822699"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822700"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822701"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822702"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822703"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822704"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822705"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822706"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822707"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822708"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822709"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"PAC:17822710"	9	2	4	2	2	1	1	5	0	5	2	0	2	4	7	1	4	0
"PAC:17822711"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822712"	1	1	0	2	3	0	0	1	0	0	0	0	0	0	0	1	0	0
"PAC:17822713"	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0
"PAC:17822714"	1	0	0	0	0	3	0	0	0	0	0	1	1	2	0	0	0	0
"PAC:17822715"	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"PAC:17822716"	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0
"PAC:17822717"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822718"	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
"PAC:17822719"	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
"PAC:17822720"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822721"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822722"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822723"	0	0	1	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0
"PAC:17822724"	0	1	0	4	0	0	0	0	0	0	2	1	0	0	1	1	0	0
"PAC:17822725"	2	0	0	0	1	0	1	2	1	0	1	1	0	0	6	0	1	2
"PAC:17822726"	1	0	1	1	0	3	0	1	1	1	0	0	0	0	0	0	1	0
"PAC:17822727"	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822728"	0	1	0	0	0	0	1	0	1	2	0	2	0	0	2	0	0	0
"PAC:17822729"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"PAC:17822730"	26	22	43	17	12	16	21	37	21	11	30	21	14	12	21	19	20	21
"PAC:17822731"	0	0	1	0	0	0	1	1	2	0	2	1	2	0	1	0	1	0
"PAC:17822732"	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
"PAC:17822733"	1	1	0	2	1	0	1	1	1	1	0	0	3	0	0	9	0	1
"PAC:17822734"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"PAC:17822735"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822736"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822737"	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
"PAC:17822738"	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0
"PAC:17822739"	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
"PAC:17822740"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PAC:17822741"	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0
"PAC:17822742"	3	4	4	4	0	0	0	2	1	3	1	3	2	1	0	2	2	0
"PAC:17822743"	1	2	3	0	7	1	7	0	2	1	0	2	3	5	1	2	1	4
"PAC:17822744"	0	0	2	0	1	3	0	0	0	0	0	1	0	1	0	0	0	1
"PAC:17822745"	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
"PAC:17822746"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
"PAC:17822747"	3	1	1	3	5	3	1	1	5	2	0	3	2	8	2	1	6	2
"PAC:17822748"	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	0
"PAC:17822749"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822750"	0	0	0	0	1	0	5	0	0	0	1	1	3	2	1	1	1	1
"PAC:17822751"	4	0	13	4	3	3	2	2	2	2	1	2	2	4	0	1	2	3
"PAC:17822752"	18	18	28	14	34	17	43	32	29	37	18	22	32	29	21	21	36	23
"PAC:17822753"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822754"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822755"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822756"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"PAC:17822757"	59	32	56	53	36	23	25	57	33	30	32	13	30	21	27	74	34	31
"PAC:17822758"	23	21	24	38	21	29	15	36	28	16	26	24	9	21	28	20	23	15
"PAC:17822759"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"PAC:17822760"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"PAC:17822761"	2	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1
"PAC:17822762"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822763"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822764"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822765"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822766"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822767"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822768"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822769"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822770"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0
"PAC:17822771"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0
"PAC:17822772"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822773"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"PAC:17822774"	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"PAC:17822775"	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0
"PAC:17822776"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822777"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822778"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822779"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822780"	799	1039	520	654	1736	1129	1964	1919	909	748	1077	1199	1564	1935	1138	2096	1516	799
"PAC:17822781"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822782"	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
"PAC:17822783"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822784"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17822785"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822786"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822787"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822788"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822789"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822790"	1	0	0	2	1	0	2	0	2	0	0	0	0	1	1	0	2	0
"PAC:17822791"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822792"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822793"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822794"	4	3	4	1	0	5	1	3	1	0	0	0	1	4	2	1	2	0
"PAC:17822795"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822796"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822797"	1	0	2	0	0	0	2	2	0	0	0	1	3	0	1	4	0	1
"PAC:17822798"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822799"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"PAC:17822800"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822801"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822802"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822803"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822804"	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822805"	191	145	270	159	130	142	122	145	123	110	119	94	110	114	159	127	189	107
"PAC:17822806"	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0
"PAC:17822807"	3	1	2	0	2	1	1	1	2	0	0	1	0	1	0	2	1	0
"PAC:17822808"	1	0	2	0	0	0	0	1	0	1	2	1	0	2	1	0	0	0
"PAC:17822809"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822810"	0	0	4	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0
"PAC:17822811"	2	0	1	0	0	1	0	1	0	0	0	0	1	0	0	3	1	0
"PAC:17822812"	0	0	0	0	1	0	0	1	2	1	0	1	4	2	1	0	0	0
"PAC:17822813"	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17822814"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"PAC:17822815"	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0
"PAC:17822816"	4	0	0	0	1	0	0	3	0	0	0	0	0	0	0	3	0	0
"PAC:17822817"	4	1	3	4	1	0	3	3	3	1	4	3	1	0	1	0	2	1
"PAC:17822818"	2	0	0	3	0	1	0	0	0	1	0	0	2	0	2	0	0	2
"PAC:17822819"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822820"	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"PAC:17822821"	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0
"PAC:17822822"	2	4	5	2	1	3	4	2	6	5	2	4	3	3	5	3	4	0
"PAC:17822823"	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	0
"PAC:17822824"	9	1	4	7	0	0	8	3	1	4	4	2	4	9	2	2	10	1
"PAC:17822825"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
"PAC:17822826"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"PAC:17822827"	0	0	0	1	0	0	2	1	0	0	1	0	0	1	1	0	2	0
"PAC:17822828"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822829"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822830"	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0
"PAC:17822831"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822832"	19	10	7	5	6	10	5	11	5	9	11	5	6	6	5	7	5	5
"PAC:17822833"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"PAC:17822834"	373	219	384	187	358	192	227	462	255	356	177	213	239	203	131	382	435	257
"PAC:17822835"	2	1	1	2	3	0	1	0	2	0	0	0	1	1	2	0	5	1
"PAC:17822836"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"PAC:17822837"	0	1	3	2	4	6	1	1	2	0	2	0	1	5	0	1	3	0
"PAC:17822838"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822839"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822840"	1	1	0	3	3	6	0	0	0	0	1	5	2	0	1	1	2	1
"PAC:17822841"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822842"	0	0	2	1	1	0	0	2	0	0	2	1	1	1	1	0	2	2
"PAC:17822843"	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
"PAC:17822844"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822845"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"PAC:17822846"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"PAC:17822847"	0	0	0	0	0	0	0	3	0	0	1	0	0	1	1	1	0	0
"PAC:17822848"	15	20	27	10	11	15	6	15	19	13	15	13	16	6	12	9	8	1
"PAC:17822849"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822850"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822851"	20	28	56	3	12	9	18	29	13	13	20	16	11	3	9	22	35	12
"PAC:17822852"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822853"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"PAC:17822854"	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
"PAC:17822855"	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0
"PAC:17822856"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822857"	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0
"PAC:17822858"	0	0	1	2	0	0	1	0	1	1	3	0	0	1	0	2	0	2
"PAC:17822859"	2	0	3	3	1	0	0	1	0	0	1	0	0	1	0	1	0	0
"PAC:17822860"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"PAC:17822861"	67	81	111	115	95	70	104	97	70	53	32	59	69	88	52	87	114	90
"PAC:17822862"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822863"	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"PAC:17822864"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"PAC:17822865"	174	293	255	3	220	207	231	328	223	114	209	167	252	177	171	215	281	190
"PAC:17822866"	2	1	0	1	1	1	0	0	2	2	1	0	4	2	4	0	2	1
"PAC:17822867"	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
"PAC:17822868"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822869"	0	2	2	1	1	2	0	1	1	0	1	0	0	0	1	1	2	1
"PAC:17822870"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822871"	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"PAC:17822872"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822873"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"PAC:17822874"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"PAC:17822875"	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0
"PAC:17822876"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822877"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PAC:17822878"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
